,Unnamed: 0,Player Name,Player ID,Home Runs,Player Quote,Batting Hand,College
783,783,Jimmie Hall,hallji02,121,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
784,784,Austin Kearns,kearnau01,121,"""I'm looking forward to this season (2004) so much after having to watch. It really makes you appreciate what you do for a living. It certainly isn't fun not playing."" - Austin Kearns in USA Today Sports Weekly (March 3-9,2004)",Right,None Attended
785,785,Jed Lowrie,lowrije01,121,"""It was when he hit forty-nine doubles. Whenever anyone brings up Jed, I remember that year (2017). Just being able to see that, it was impressive. A guy that's been great for the younger guys here being able to mentor them, whether it's the pitching side of things or the hitting side of things. He's had an unbelievable career and I'm thankful I got to play with him."" - Blackburn, Paul. Lowrie's time with A's arrives at emotional end. Gallegos, Martin. MLB Staff Writer. 10 August 2022.",Both,Stanford University
786,786,Keith Moreland,morelke01,121,"""On this club (1982 Chicago Cubs) we felt Keith's versatility would help, especially on offense. He's a winner, he plays hard, and we needed somebody other than Bill Buckner to drive in runs. I have great confidence in Keith in RBI situations. He just gears up."" - Green, Dallas. Chicago Cubs General Manager. Sports Illustrated: HARD-HITTING KEITH MORELAND IS MAKING A NAME FOR HIMSELF WITH CHICAGO. Kaplan, Jim. 24 May 1982.",Right,University of Texas at Austin
787,787,Gary Roenicke,roeniga01,121,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
788,788,Christian Walker,walkech02,121,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,University of South Carolina
789,789,Brook Jacoby,jacobbr01,120,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Ventura College
790,790,Marty McManus,mcmanma01,120,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
791,791,Zeke Bonura,bonurze01,119,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
792,792,Mickey Cochrane,cochrmi01,119,"""I have never believed it effective to use ace against ace. From the grandstand and crowd point of view, this is all right, but when it comes to winning games throughout the season the percentage is against it. Why sacrifice an almost certain win for a possible low-score loss?"" - Mickey Cochrane in The Quotable Baseball Fanatic (2004)",Left,Boston University
793,793,Gavvy Cravath,cravaga01,119,"""Short singles are like left-hand jabs in the boxing ring, but a home run is a knock-out punch. It is the clean-up man of the club that does the heavy scoring work even if he is wide in the shoulders and slow on his feet. There is no advice I can give in batting, except to hammer the ball. Some players steal bases with hook slides and speed. I steal bases with my bat."" - Cravath, Gavvy. Philadelphia's Top Fifty Baseball Players. Westcott, Rich. Author. University of Nebraska Publishers. 1 May 2013. Page 69.",Right,None Attended
794,794,Rusty Greer,greerru01,119,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,Montevallo
795,795,Frankie Hayes,hayesfr01,119,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
796,796,Jay Payton,paytoja01,119,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Georgia Institute of Technology
797,797,Scott Spiezio,spiezsc01,119,"""You hear the term 'winning player'. Scott (Spiezio) showed once again why he has been tabbed with such a label. Scott's leadership, versatility and production in the clutch are such strong qualities and we're happy to announce that he will remain a Cardinal."" - Jocketty, Walt. General Manager. Cardinals Reward Spiezio with New Deal. Leach, Matthew. MLB Staff Writer. 16 November 2006.",Both,University of Illinois
798,798,Robby Thompson,thompro01,119,"""Bobby Thomson is remembered for his home run trot around the bases that gave the Giants the 1951 pennant. Robby Thompson also had four bases to remember Friday night - but they were all second base, as he became the first player in major-league history to be caught stealing four times in a game [box]. 'It was a rough night on the bases. I wanted to get into the record book, but not like that,' said the rookie second baseman, who also had three singles and a sacrifice fly and drove in two runs to help the San Francisco Giants defeat the Cincinnati Reds 7-6 in 12 innings and hold onto first place in the National League West."" - The Associated Press (Rome News-Tribune. June 29, 1986. Page 10-B) [Caught Stealing Records]",Right,University of Florida
799,799,Willy Adames,adamewi01,118,"""You're talking about (Willy Adames) as good a defensive shortstop as you're going to find. You're talking about a switch-hitter that can put ball in the play, do a lot of things to help you win tight games."" - Neander, Erik. Associated Press Writer. Tampa Bay Rays trade Willy Adames, Trevor Richards to Milwaukee as part of four-player trade"". 21 May 2021.",Right,None Attended
800,800,Matt Adams,adamsma01,118,"""Matt Adams needed two tries to make history and be St. Louis' hero Wednesday night. After seeing his go-ahead home run in the 14th inning wiped out by a blown save, Adams -- in the game only because Allen Craig left with an injury -- smacked his 11th homer with one out in the 16th inning to give the Cardinals a 5-4 win over Cincinnati. 'It feels good,' Adams said after his second career multihomer game. 'It would feel good to anybody, especially against the team we're battling for a playoff spot.'"" - Schmetzer, Mark. MLB Staff Writer. Adams' second homer in extras delivers clutch victory. 5 September 2013.",Left,Slippery Rock University
801,801,Kevin Bass,basske01,118,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Both,None Attended
802,802,Wade Boggs,boggswa01,118,"""But, most assuredly, the Boston batting order can be awesome. When a pitcher faces a one-through-seven lineup of Dwight Evans, Wade Boggs, Bill Buckner, Jim Rice, Don Baylor, Tony Armas (when he's healthy) and Rich Gedman, he can't be blamed if he envisions himself as a target in a shooting gallery."" - Kuenster, John. Baseball Digest. August 1986. Page 7.",Left,Hillsborough Community College
803,803,Leo Cardenas,cardele01,118,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
804,804,Mike Easler,easlemi01,118,"""I was so nervous (in the 1981 All-Star Game). When a fly ball was hit to me, I caught it but threw it back in five feet too high. Then I came up to bat. I faced Rollie Fingers and I took a 3-2 slider in the eighth inning, on one knee. Was it a strike? I don't know. The umpire called it a ball and I walked. Down 4-3, Mike Schmidt followed with a home run and we won the game 5-4. My heart was pumping so fast, it was more exciting than the World Series."" - Mike Easler in Baseball Digest (December 1995, Mike Blake, 'Stars of the 1980s Recall Some Special Baseball Moments', Page 55)",Left,Cleveland State University (DNP)
805,805,Bernard Gilkey,gilkebe01,118,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
806,806,Ben Grieve,grievbe01,118,"""The last two years (2001-2002), coming to the ballpark and playing wasn't fun. I looked forward to the days off rather than the days we were playing. Ideally, you want to come to the field with a better attitude, an attitude that you're going to have fun and play hard, and the last two years weren't like that. It's almost like what comes first? Do you play well and then the attitude comes, or do you have a good attitude and then find yourself playing well? Maybe you just have to have the attitude there whether you're playing well or not. If you just keep it, it works hand in hand. You can't go around moping then have a good day and all of a sudden you're happy. You have to be in that frame of mind for the whole time."" - Ben Grieve in The St. Petersburg Times (Roger Mills, 03/13/2003, 'Grieve uncertain about road he will take', Source)",Left,None Attended
807,807,Mitch Haniger,hanigmi01,118,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Cal Poly San Luis Obispo State University
808,808,Ed Kranepool,kraneed01,118,"""It was a damp night at Shea Stadium in early August 1977 (Box Score). The last-place Mets, toiling through extra innings against the Los Angeles Dodgers, looked done for after the would-be National League champions took a 7-6 lead in the top of the 11th. But they managed to put runners at first and second with one out in the bottom of the inning. With light-hitting shortstop Doug Flynn due up next, manager Joe Torre signaled for the pinch hitter. Fans sensed what was coming, and what started as a low buzz of speculation among the stragglers of the crowd of just above 9,000 crescendoed into an all-too-familiar chant: 'Ed-die! Ed-die! Ed-die! Ed-die!' Sure enough, the big lefty with the No. 7 on his back started taking practice cuts in the on-deck circle. Time for Steady Eddie Kranepool, pinch hitter extraordinaire, to play hero once again. And once again, he came through, rapping out an RBI single to tie the score. The Mets would eventually win the game, 8-7, in the 12th on a single by Joel Youngblood, Kranepool's clutch hitting reduced to a footnote. Business as usual in the life of a role player--and Kranepool was about as good a role player as they came."" - Krieger, Tara. Baseball Historian. SABR Baseball Biography. Ed Kranepool.",Left,None Attended
809,809,Corey Patterson,patteco01,118,"""The type of human being he (Corey Patterson) is, we knew that he'd do everything it takes to get back."" - General Manager Jim Hendry in USA Today Sports Weekly (March 3-9,2004)",Left,None Attended
810,810,Jimmy Ryan,ryanji01,118,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Holy Cross & Boston College
811,811,Tilly Walker,walketi01,118,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Washington College
812,812,Ty Cobb,cobbty01,117,"""The great trouble with baseball today is that most of the players are in the game for the money and that's it. Not for the love of it, the excitement of it, the thrill of it."" - Cobb, Ty. Inside the Baseball Hall of Fame. Simon & Schuster Publishing. 2 April 2013. Page 68. [Ty Cobb Quotes]",Left,None Attended
813,813,Kelly Gruber,grubeke01,117,"""Every team thinks their America's team, you hear it from the New York Yankees, the L.A. Dodgers, Atlanta Braves. They're the ones who speak the loudest of it, 'we're America's team.' We're the only team of any of those people that actually know the truly meaning of that. We played for a whole country and that's very, very special. That's like no other team that's out there. Montreal, they were doing it for a while but it was a very special time. To be able to do that is truly a blessing and I was very fortunate to have played for the Blue Jays, just in that sense of the meaning of playing the game of baseball."" - Kelly Gruber in Prince Albert Now (Jeff D'Andrea. A Q&A with Blue Jay legend Kelly Gruber. 09/24/2014)",Right,University of Texas at Austin (DNP)
814,814,Jim King,kingji01,117,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
815,815,Chet Laabs,laabsch01,117,"""It may be that Chet Laabs, husky St. Louis Browns outfielder, is whacking the ball so hard lately that it's starting to swell. At any rate, it seems to be coming up to the plate 'a whole lot bigger.' Here for a two game series with the Senators, Laabs attributes his present clouting streak to 'a better view of the ball' and a change of stance that has him turning more toward the pitcher. Whatever the reason, Laabs has boosted his home run collection to 17 for the season including seven in the last seven days. He clouted a couple yesterday in a doubleheader with the Philadelphia Athletics, and for good measure, added a triple, a double and a single which accounted for six runs. 'It's probably just one of those things,' said Laabs, 'when you either smack 'em right or you don't. But I know one thing. The ball is looking pretty now - a whole lot better."" - The Moberly Monitor Index (July 18, 1942, 'SEES 'EM BETTER HITS 'EM OFTENER,' Page Five)",Right,None Attended
816,816,Garry Maddox,maddoga01,117,"""Two thirds of the Earth are covered by water. The other one third by Garry Maddox."" - Sportswriter Ray Didinger in Baseball Digest (September 1978, 'Garry Maddox: The Man With The Golden Glove', Page 50-54)",Right,None Attended
817,817,Dan Pasqua,pasquda01,117,"""His average of one extra base hit per 7.6 at-bats ranked ahead of more celebrated southpaw swingers Ken Griffey Jr., Kent Hrbek, Fred McGriff, and Dave Parker. Equally overlooked was his capable glovework. Yet Pasqua has never had as many as 500 at-bats in any one season, and at 29, he may never know what might have been."" - Sportswriter Paul Ladewski in Inside Sports (Baseball Ratings and Inside Stuff, 'You stare at that same crack in the wall day after day, and it starts talking to you...', February 1991)",Left,William Paterson University
818,818,David Peralta,peralda01,117,"""When the season started, outfielder David Peralta was not really on the D-backs' radar screen. He is now. Since coming up from Double-A Mobile and making his big league debut on June 1, Peralta leads all rookies in average with a .331 mark and is third in hits with 40. 'He's got a good swing path,' D-backs manager Kirk Gibson said. 'He's very short to the ball, he swings down through the ball. You don't see him dipping like you see some guys do. He stays pretty short, he's aggressive, he recognizes the ball pretty good.'"" - Gilbert, Steve. MLB Staff Writer. Peralta continues to impress. 8 July 2014.",Left,None Attended
819,819,Tris Speaker,speaktr01,117,"""But for all his offensive prowess, it was (Tris) Speaker's superb play as a centerfielder that gained him the greatest accolades from contemporaries and in the reminiscences of aging ballplayers, fans, and sportswriters. In 1915 Damon Runyon of the New York American proclaimed that 'For years and years to come we will be contemplating the possibilities of a human being who could field and throw like Speaker.' That same year Hugh Fullerton of the Chicago Herald and Examiner estimated that Speaker saved his pitchers about a run and a half per game. Eleven years later, when it seemed (prematurely) that Speaker's playing days were over, his friend Joe Williams of the Cleveland Press wrote, 'Inevitably all outfield stars will be compared to Speaker and inevitably all will suffer.' One of his old Boston Red Sox teammates remembered that on balls hit over his head, 'He'd turn and run - and you'd think he had a radar or magnet or something because just at the proper time he'd turn his head and catch the ball over his shoulder.' Joe Sewell, who played with and for player-manager Speaker for seven years, beginning in 1920, remarked that he had watched outstanding centerfielders such as Joe DiMaggio, Willie Mays, and Mickey Mantle, but 'Nobody could play centerfield like Speaker.'"" - Alexander, Charles C. Author. Spoke: A Biography of Tris Speaker.Southern Methodist University Publishing. 4 April 2007. Page 12. [Tris Speaker Quotes]",Left,Fort Worth Polytechnic Institute
820,820,Mickey Stanley,stanlmi01,117,"""I feel very fortunate I was able to stay in the same organization so long. The Detroit fans have been super. I was never a superstar. I went through some slumps and never heard any boos."" - Mickey Stanley in Baseball Digest (March 1979)",Right,None Attended
821,821,Ichiro Suzuki,suzukic01,117,"""Everyone struggles, everyone has been through bad spells, bad halves, bad seasons. In '97, I hit .223. Think people told me I was done? Last year, I hit .229 the first half. That is scuffling. When most guys can't find it, they hit .180. When Ichiro (Suzuki) can't find it, he hits .260."" - Boone, Bret. Teammate. Post Game Press. 2003. [Ichiro Suzuki Quotes]",Left,None Attended
822,822,Paul DeJong,dejonpa01,116,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Illinois State University
823,823,Stan Lopata,lopatst01,116,"""Stan Lopata was a good, big catcher with the Phillies, who hit out of a peculiar crouching stance that presented a very difficult target for a pitcher because it effectively reduced the strike zone. As much as pitchers complained to umpires about Stans stance being illegal, however, the stance didn't do Stan that much good, except maybe in 1956 when he hit 32 homers and 33 doubles."" - Harris, Fred C. Author. The Great American Baseball Card Flipping, Trading, and Bubble Gum Book. Mariner Books. 8 April 1991.",Right,None Attended
824,824,John Lowenstein,lowenjo01,116,"""I flush the john between innings to keep my wrists strong."" - John Lowenstein in The Gigantic Book of Baseball Quotations (Wayne Stewart, Skyhorse Publishing, 10/17/2007, Page 567)",Left,"University of California, Riverside"
825,825,Bing Miller,millebi02,116,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
826,826,Rick Reichardt,reichri01,116,"""The first time I saw him (Rick Reichardt), I thought he fell off of a Wheaties box."" - Broadcaster Joe Garagiola (1964)",Right,University of Wisconsin
827,827,Chris Sabo,saboch01,116,"""Chris Sabo's comings and goings were, well... surprising. He was already 26 when he brought a minor league journeyman's resume to Cincinnati's big league camp in the early spring of 1988. Unheralded, the newcomer Sabo would soon be a celebrity. Rookie of the Year. Several years later, his myriad skills would suddenly disappear. Veteran Buddy Bell had been slotted as the Reds' 1988 third baseman. When Bell was placed on the disabled list for opening day, Chris Sabo was chosen to substitute. Fill in he did. Big time. During the season's first week he tied a record for third baseman with 11 assists in a nine-inning game. Before the year ended, he led NL third sackers in double plays. He stole a base in the '88 All-Star Game, and swiped 46 bases in the regular season. His .271 batting average included a career-high 40 doubles. It was a spectacular big league entrance."" - Author Bob Bloss in Rookies of the Year (Page 150)",Right,University of Michigan
828,828,Byron Buxton,buxtoby01,115,"""He's got tremendous defensive instincts, but he's got superior defensive talent. When you can throw like that, you can gain some outs for your team by using your strong, accurate throwing arm. Between running balls down, making plays, I think in the long haul, you're going to see he's a big reason for, hopefully, our club’s ability to defend."" - Hall of Famer Paul Molitor in The Pioneer Press (John Shipley, Twins: Fernando Abad moving forward to back end, Source)",Right,None Attended
829,829,Gene Freese,freesge02,115,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,West Liberty State College
830,830,Don Hurst,hurstdo01,115,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,Ohio State University
831,831,Travis Lee,leetr01,115,"""If you hit the ball hard, you've done your job. What happens after that is beyond your control. This game is fixed on results, but if you focus on statistics, you can lose your confidence and create a slump in your mind."" - Lee, Travis. Post Game Press Conference. Pac Bell Park. 14 April 2000.",Left,San Diego State University
832,832,Jerry Lynch,lynchje01,115,"""The best pinch hitter I ever saw, by far, no question, has to be Smoky Burgess. He was gifted. But I was the best clutch hitter because I hit 18 dingers. I rang the bell 18 times. Hey, if you don't think you're the best, who will?"" - Jerry Lynch (Axelrod, Phil. Baseball Digest: Major League Pinch Hitters Can't Be Afraid to Fail. November 1994. Page 34.)",Left,None Attended
833,833,Craig Monroe,monrocr01,115,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
834,834,Alexei Ramirez,ramiral03,115,"""When (Ozzie) Guillen told (Alexei) Ramirez to relax before batting with the bases loaded, the 27-year-old infielder made a promise. 'I told Ozzie to have confidence in me. I'm going to go out and get these runners home somehow,' he said. Did he ever. Then again, his days on the Cuban national team taught him about big games. 'My team in Cuba was always in the playoffs and I played in the Olympics and international games. I've been in tougher situations, I feel,' he said through a translator."" - Associated Press. Ramirez's grand slam paves way as White Sox force tiebreaker with Twins. 29 September 2008.",Right,None Attended
835,835,Bob Robertson,roberbo01,115,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
836,836,Shannon Stewart,stewash01,115,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
837,837,Marcus Thames,thamema01,115,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Southwest Texas State University
838,838,Jesús Aguilar,aguilje01,114,"""Jesus (Aguilar) has raw power. The thing that stands out is the professionalism of his at bats."" - Cleveland Indians Director of Player Development Ross Atkins (Paul Hoynes, 01/29/2014, 'First baseman Jesus Aguilar has plenty of power potential for Cleveland Indians', Source)",Right,None Attended
839,839,Ronnie Belliard,belliro01,114,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
840,840,Brad Fullmer,fullmbr01,114,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
841,841,Whitey Lockman,lockmwh01,114,"""Whitey Lockman: For parts of three seasons, he was the manager of the Chicago Cubs. 'I took over for Leo (Durocher) in '72 and had them in 1973, and part of 1974. We had some good ballplayers back then—Ferguson Jenkins and Milt Pappas and Burt Hooton and Rick Reuschel on the pitching staff...' He ticked off the names from the past as quickly as if he was giving the names of his children. '...Billy Williams, Glenn Beckert, Don Kessinger, Ron Santo, Rick Monday and Randy Hundley—that was a pretty good time. I don't know why we didn't win it; the only thing I can figure is mismanagement.' he said, offering an infectious chuckle."" - Author John C. Skpper in Take Me Out to the Cubs Game: 35 Former Ballplayers Speak of Losing at Wrigley (McFarland Publishing, 08/15/2000, Page 175)",Left,None Attended
842,842,Travis Shaw,shawtr01,114,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,Kent State University
843,843,Luis Valbuena,valbulu01,114,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
844,844,Mark Canha,canhama01,113,"""Professional baseball, as glamorous as it seems to the public and to the fans, it's a very difficult lifestyle. It looks glamorous from the outside but it doesn't always feel glamorous on the inside. It's hard. It's unlike any other type of sport that you can do in terms of travel and physical and mental stress. It's extremely hard to be a professional athlete, particularly baseball when you’re playing every day. It takes its toll."" - Canha, Mark. Associated Press Statement. 16 July 2021.",Right,"University of California, Berkeley"
845,845,David Freese,freesda01,113,"""There are a lot of guys who have talent. But to be successful in this league, you have to be tough. He's (David Freese) a very tough individual. He's had bad breaks with his ankle and his hand. This guy has got great insides, and it matches his talents. If he can stay healthy, he's going to be a star, year in, year out."" - La Russa, Tony. Langosch, Jenifer. Stepping away helped Freese reach apex. 18 October 2011.",Right,University of South Alabama
846,846,Rafael Furcal,furcara02,113,"""He's (Rafael Furcal) made himself into probably the best leadoff hitter in the game. A lot of hits, a high average, high on-base percentage, and wreaking havoc on the bases, that's Raffy.'' - Atlanta Braves Teammate Chipper Jones",Both,None Attended
847,847,Chuck Hinton,hintoch01,113,"""As a part-time infielder-outfielder for the Indians from 1965-67, Chuck Hinton often served as an 'advisor' to teammate Leon 'Daddy Wags' Wagner, which he did one day as the two players took batting practice before a Saturday afternoon game. 'I don't know what I'm doing wrong,' lamented Wagner. 'I keep popping up.' 'Here's what you're doing wrong,' said Hinton with a straight face. 'You're hitting the bottom half of the ball. Try putting two extra pairs of inner soles in your shoes. That will raise you up so that you meet the ball square, instead of hitting under it.' 'Hey, that sounds good. I'll try it,' said Wagner."" - Author Russell Schneider in Tales from the Tribe Dugout (Sports Publishing LLC, 02/13/2002, 'Chuck Hinton', Page 86)",Right,Shaw University
848,848,Terry Kennedy,kennete02,113,"""As the son of former major league player, manager and [front-office executive Bob Kennedy]… Terry grew up among baseball…and had the privilege of learning about hitting from the likes of Stan Musial and Ted Williams (The Sporting News). This privileged education undoubtedly contributed to Terry Kennedy's selection as the youngest player on the 1976 College All-America baseball team. He topped that honor a year later by being named collegiate Player of the Year. In a 14-year major league career, he earned a Silver Slugger Award, four All-Star berths and two seasons of Most Valuable Player consideration. A fierce competitor, self-described as 'high-strung,' his leadership skills led two clubs to World Series play and enabled a minor-league managerial career, which extended into the 21st century and included Manager of the Year honors."" - Skelton, David E. Baseball Historian. SABR Baseball Biography. Terry Kennedy.",Left,Florida State University
849,849,Thurman Munson,munsoth01,113,"""(Thurman) Munson's not moody, he's just mean. When you're moody, you're nice sometimes."" - Lyle, Sparky. Baseball and Philosophy: Thinking Outside the Batter's Box. Bronson, Eric & Irwin, William. Authors. Open Court Publishers. 9 January 2004. Page 151. [Thurman Munson Quotes]",Right,Kent State University
850,850,Lefty O'Doul,odoule01,113,"""A kid copies what is good. I remember the first time I saw Lefty O'Doul, and he was as far away as those palms. And I saw the guy come to bat in batting practice. I was looking through a knothole, and I said, 'Geez, does that guy look good!' And it was Lefty O'Doul, one of the greatest hitters ever.'' - Williams, Ted. The Sporting News. 1994.",Left,None Attended
851,851,Fernando Tatis,tatisfe01,113,"""Besides God, the key for me has been learning consistency. You have to be consistent as a hitter and consistent and disciplined in your preparation to be successful in this game. I wasn't always that way. Respecting the game was an important lesson for me, and the more you play this game, the more you respect it. You appreciate what the game means."" - Fernando Tatis in The Washington Post (07/26/2009, 'WHEN IT CLICKED FERNANDO TATIS')",Right,None Attended
852,852,Greg Walker,walkegr01,113,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
853,853,Paul Waner,wanerpa01,113,"""He (Paul Waner) could drink pretty good. That's no secret. But he could also sober himself up in a hurry. He would do backflips. He had remarkable agility, like an acrobat. Fifteen or twenty minutes of backflips and he was cold sober, ready to go out to the ball park and get his three hits."" - Hassett, Buddy. Baseball Between the Lines. 1976.",Left,East Central State Normal School
854,854,"Sandy Alomar, Jr.",alomasa02,112,"""San Diego put all of the training into Sandy Jr.'s catching future but reaped none of the benefits. In 1990 he was traded to the Cleveland Indians and became an instant All-Star, as well as the American League Rookie of the Year. 'I feel very happy to win,' Sandy Jr. said 'You only get one chance.' ... Sandy Jr. embarked on a 17-year career and was chosen for six All-Star teams. Sandy Jr. considered himself more of a self-made ballplayer than his brother Robby, who had more pure talent. 'Robby is The Natural,' Sandy Jr. said. 'He has God given gift. Hey, there were at least three players on my Little League team better than me.'"" - Freedman, Lew. Latino Baseball Legends: An Encyclopedia: An Encyclopedia. Greenwood Publishing. 11 August 2010. Page 62.",Right,None Attended
855,855,Curt Blefary,blefacu01,112,"""It is the time of the cuckoo in baseball and for the Baltimore Orioles that can only mean Curt Blefary, who has progressed from being called, 'Hot Dog,' to 'Flake,' to Cuckoo,' in two seasons and a piece. Who else would have 'Hot Dog,' boldly inscribed on his shower room scuffs? Who else would have to combat a dog in the outfield while scrambling after a ground ball? Who else would take 35 seconds giving it a home run trot around the bases after hitting a grand-slam against the Tigers early this year? 'Half the time,' says Manager Hank Bauer, 'I don't know what he's going to do up at the plate. Did you see that stance he's been using against left-handed pitchers? He looks like a guy sitting on a commode.' 'He's just a little different,' says Brooks Robinson."" - Gross, Milton. Des Moines Register Staff Writer. They Call Blefary Cuckoo -- He has Mind of His Own. 24 May 1997. Page 3-S.",Left,Wagner College
856,856,Jackie Brandt,brandja01,112,"""Well. I'm trying to make myself think I'm trying harder. But when you're capable of making things look easy, it's hard to do the same things and make them look hard."" - Jackie Brandt in The Baltimore Orioles: Four Decades of Magic from 33rd Street to Camden Yards (Ted Patterson, Taylor Trade Publishing, 10/28/1994, Page 74)",Right,None Attended
857,857,Jeff Cirillo,cirilje01,112,"""He's way nastier than I thought he would be (Jeff Cirillo / Pitching Debut). I was shocked when I got up there. He's got a knuckleball, a slider, he was throwing some changeups. Those pitches make 84, 83 [mph fastballs] look pretty hard. I heard he was a better pitcher in college than he was a hitter."" - Hall, Bill. Post Game Press Conference. 20 August 2007. Chase Field.",Right,University of Southern California
858,858,Dave Hollins,hollida01,112,"""He (Dave Hollins) was ready to play every day. He was our intense guy, the most intense I've ever seen. He had a great career. He should be proud of himself. He was at the highest level at one point and was a leader for us."" - Teammate Todd Pratt (MLB Staff Writer Ken Mandel, Hollins officially retires, 05/21/2003)",Both,University of South Carolina
859,859,Gil McDougald,mcdougi01,112,"""It's easy to have a good day when you feel good, and easy to have a horseshit day when you feel like horseshit. The question is, when you feel like horseshit, can you still have a good day?"" - McDougald, Gil. Baseball's Greatest Quotes. Nelson, Kevin. Author. Simon & Schuster Publishers. 5 January 1982.",Right,None Attended
860,860,Jim Morrison,morriji01,112,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Georgia Southern College
861,861,Jorge Polanco,polanjo01,112,"""He (Jorge Polanco) can flat-out hit from both sides of the plate. He knows where the barrel is and he is still a young kid. He puts good at-bats together and can use the opposite field. When he starts developing, he will hit some balls that will go over the fence."" - Cedar Rapids Manager Jake Mauer in the Star Tribune (La Velle E. Neal III, 05/11/2013, 'Twins minor league report: Teenager Polanco tearing up Cedar Rapids', Source)",Both,None Attended
862,862,Chris Speier,speiech01,112,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,"University of California, Santa Barbara"
863,863,Max Alvis,alvisma01,111,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,University of Texas
